,"(following, count)","(following, birth mean)","(following, birth std)","(following, birth min)","(following, birth max)","(following, death mean)","(following, death std)","(followers, count)","(followers, birth mean)","(followers, birth std)","(followers, birth min)","(followers, birth max)","(followers, death mean)","(followers, death std)"
Lazăr_Șăineanu,3,1844.5,6.36396103068,1840.0,1849.0,1917.5,2.12132034356,0,,,,,,
Abdulhakim_Arvasi,0,,,,,,,1,,,,,,
Émile_Chartier,0,,,,,,,3,1906.0,2.64575131106,1904.0,1909.0,1973.66666667,27.2274371422
Zhou_Dunyi,2,-461.5,126.572113832,-551.0,-372.0,-384.0,134.350288425,2,1081.5,68.5893577751,1033.0,1130.0,1153.5,65.7609306503
Arthur_A._Cohen,3,1613.0,465.938837188,1075.0,1886.0,1678.33333333,465.692316163,0,,,,,,
Hans-Georg_Gadamer,9,1323.77777778,982.333418165,-428.0,1889.0,1399.22222222,985.153386252,9,1931.8,17.8801565989,1901.0,1945.0,1985.0,
Curt_John_Ducasse,0,,,,,,,2,1914.0,2.82842712475,1912.0,1916.0,1994.0,7.07106781187
Roderick_T._Long,3,1147.66666667,1326.68848391,-384.0,1938.0,1210.33333333,1327.28457135,1,1966.0,,1966.0,1966.0,,
Democritus,3,-302.5,434.87067043,-610.0,5.0,-270.5,389.615836434,12,815.909090909,1111.21001206,-490.0,1959.0,766.7,1098.65605274
Jeremy_Bentham,4,287.666666667,1220.19684204,-490.0,1694.0,352.0,1209.56686463,9,1821.42857143,47.4406897886,1773.0,1907.0,1892.28571429,54.545743145
Petr_Chelčický,2,1350.0,26.8700576851,1331.0,1369.0,1399.5,21.9203102168,0,,,,,,
Martial_Gueroult,1,1762.0,,1762.0,1762.0,1814.0,,1,1920.0,,1920.0,1920.0,2001.0,
George_Berkeley,2,1635.0,4.24264068712,1632.0,1638.0,1709.5,7.77817459305,8,1789.5,90.4591462643,1710.0,1938.0,1842.14285714,73.9761866446
Albert_Hofstadter,3,1839.33333333,61.8896868091,1770.0,1889.0,1915.0,75.1864349467,0,,,,,,
Roderick_Chisholm,4,1831.75,82.3139315871,1710.0,1883.0,1912.25,80.566225347,0,,,,,,
Lynne_Tirrell,4,1932.75,16.2762608319,1912.0,1950.0,2005.33333333,14.2243921956,0,,,,,,
Thomas_Reid,3,1698.0,18.3847763109,1685.0,1711.0,1764.5,16.2634559673,16,1864.86666667,92.9991295402,1705.0,1969.0,1897.9,94.0974081589
Jason_Brennan,1,,,,,,,0,,,,,,
Raymond_Aron,4,1855.0,70.7106781187,1805.0,1905.0,1919.5,85.5599205236,5,1917.5,17.6776695297,1905.0,1930.0,1986.0,8.48528137424
Ned_Block,1,1926.0,,1926.0,1926.0,,,0,,,,,,
Theoklitos_Farmakidis,2,1766.0,25.4558441227,1748.0,1784.0,1843.0,14.1421356237,0,,,,,,
Alejandro_Korn,2,1747.0,32.5269119346,1724.0,1770.0,1817.5,19.091883092,0,,,,,,
Rudolf_Christoph_Eucken,3,1078.33333333,1266.44002358,-384.0,1817.0,1143.66666667,1269.3125436,1,1874.0,,1874.0,1874.0,1928.0,
Anthony_Collins,1,1632.0,,1632.0,1632.0,1704.0,,0,,,,,,
Wilhelm_Dilthey,6,1779.66666667,32.6292302494,1724.0,1808.0,1849.66666667,31.3092105724,10,1888.88888889,24.5124684826,1858.0,1939.0,1960.125,32.0331859171
Tariq_Ramadan,1,1900.0,,1900.0,1900.0,1992.0,,0,,,,,,
Protagoras,3,-487.5,38.8908729653,-515.0,-460.0,-415.0,63.6396103068,4,1257.0,1124.47380287,-428.0,1864.0,1330.25,1119.67804152
John_Rawls,8,1799.875,101.132780471,1632.0,1909.0,1874.375,105.609709375,15,1941.7,10.6045063796,1930.0,1955.0,2011.5,3.41565025532
Jan_Narveson,3,1819.33333333,200.363003904,1588.0,1938.0,1840.5,228.395490323,0,,,,,,
Jan_Baudouin_de_Courtenay,1,1840.0,,1840.0,1840.0,1916.0,,0,,,,,,
Alexandre_Kojève,5,1273.5,1135.58868727,-428.0,1899.0,1339.0,1126.16014255,7,1922.33333333,23.8635007211,1899.0,1952.0,1981.5,7.85281265959
Stanley_Cavell,10,1877.0,44.3001128667,1803.0,1922.0,1946.22222222,51.9826359898,9,1945.28571429,18.9359823767,1922.0,1967.0,1999.5,4.94974746831
Christine_Korsgaard,2,1822.5,139.300035894,1724.0,1921.0,1903.0,140.007142675,1,1972.0,,1972.0,1972.0,,
Justin_Oakley,1,-384.0,,-384.0,-384.0,-322.0,,0,,,,,,
Yvanka_B._Raynova,1,1838.0,,1838.0,1838.0,1917.0,,0,,,,,,
Emma_Goldman,6,1821.0,17.798876369,1803.0,1844.0,1882.83333333,24.3015774522,0,,,,,,
Robert_Brandom,9,1876.44444444,80.1734231387,1724.0,1948.0,1939.875,81.3939932849,3,1948.0,,1948.0,1948.0,,
Terrell_Ward_Bynum,3,1131.66666667,1313.26171548,-384.0,1931.0,1203.33333333,1321.61353403,0,,,,,,
Ray_Brassier,9,1939.33333333,19.1171824981,1912.0,1962.0,1992.0,4.24264068712,1,,,,,,
Sufyan_al-Thawri,0,,,,,,,1,815.0,,815.0,815.0,883.0,
Maurice_Merleau-Ponty,10,1877.75,21.2115197812,1857.0,1906.0,1953.875,27.163197266,19,1924.30769231,17.8716937053,1902.0,1966.0,1994.11111111,12.4443204359
Peter_Carruthers_(philosopher),2,1942.0,,1942.0,1942.0,,,0,,,,,,
Gaetano_Mosca,1,1818.0,,1818.0,1818.0,1883.0,,0,,,,,,
Denis_Diderot,8,1352.83333333,711.323672224,-99.0,1659.0,1409.33333333,717.496109165,4,1785.33333333,117.619442837,1712.0,1921.0,1857.66666667,128.578121519
Jürgen_Habermas,15,1868.86666667,58.4720527464,1724.0,1931.0,1944.26666667,61.9590494563,7,1944.25,8.22090830343,1932.0,1949.0,2006.0,
Irena_Krzywicka,1,1818.0,,1818.0,1818.0,1883.0,,0,,,,,,
Marquis_de_Sade,1,1712.0,,1712.0,1712.0,1778.0,,5,1913.8,14.2021125189,1897.0,1931.0,1985.8,15.2708873351
Sextus_Empiricus,4,-222.25,160.906546376,-360.0,1.0,-52.3333333333,263.769470055,9,1743.25,150.956710919,1533.0,1964.0,1777.71428571,134.903316349
George_Boole,2,624.0,1425.52727087,-384.0,1632.0,677.5,1413.50645559,1,1872.0,,1872.0,1872.0,1970.0,
Rigas_Feraios,1,1712.0,,1712.0,1712.0,1778.0,,1,1878.0,,1878.0,1878.0,1920.0,
Manfred_Frank,3,1865.0,85.0823130856,1768.0,1927.0,1918.0,118.793939239,0,,,,,,
Will_Kymlicka,4,1899.75,63.0310769912,1806.0,1941.0,1974.25,67.6529132164,0,,,,,,
Rudolf_Steiner,8,1801.5,44.4072066223,1724.0,1842.0,1866.125,45.7865778835,2,1914.0,50.9116882454,1878.0,1950.0,1965.0,
Panagiotis_Kondylis,1,1927.0,,1927.0,1927.0,,,0,,,,,,
Charles_Cooley,0,,,,,,,2,1881.5,26.1629509039,1863.0,1900.0,1959.0,39.5979797464
Judah_Halevi,0,,,,,,,1,1928.0,,1928.0,1928.0,1986.0,
Pseudo-Dionysius_the_Areopagite,3,287.0,110.177130113,204.0,412.0,360.666666667,112.811051468,7,1214.28571429,209.764720807,815.0,1463.0,1275.57142857,203.669550287
Claude_Adrien_Helvétius,2,1632.0,,1632.0,1632.0,1704.0,,1,1818.0,,1818.0,1818.0,1883.0,
John_Toland,2,1639.5,10.6066017178,1632.0,1647.0,1705.0,1.41421356237,0,,,,,,
Thomas_Paine,3,1677.66666667,41.1865673895,1632.0,1712.0,1745.66666667,37.8725934329,4,1866.25,60.1297208819,1817.0,1949.0,1942.25,58.26591342
David_Hartley_(philosopher),2,1671.0,55.1543289326,1632.0,1710.0,1750.0,65.0538238692,2,1807.5,48.7903679019,1773.0,1842.0,1873.0,52.3259018078
René_Descartes,8,651.428571429,842.893401157,-428.0,1533.0,712.142857143,838.033099699,45,1785.97435897,122.250279771,1588.0,1966.0,1826.39393939,117.908847048
Cleanthes,1,-334.0,,-334.0,-334.0,-262.0,,2,-112.0,236.173664916,-279.0,55.0,-35.5,241.123412385
Helmut_Wautischer,4,1855.0,89.185200566,1724.0,1924.0,1929.5,85.5043858524,0,,,,,,
Alain_Finkielkraut,2,1906.0,0.0,1906.0,1906.0,1985.0,14.1421356237,0,,,,,,
Bob_Hale_(philosopher),1,1848.0,,1848.0,1848.0,1925.0,,0,,,,,,
Algernon_Sidney,0,,,,,,,1,1632.0,,1632.0,1632.0,1704.0,
Antonio_Negri,5,1815.0,159.558766603,1632.0,1925.0,1885.66666667,180.779792381,3,,,,,,
Hans_Köchler,5,1850.6,72.3484623195,1724.0,1900.0,1938.6,78.6117039632,0,,,,,,
Rabey_Hasani_Nadvi,1,1914.0,,1914.0,1914.0,1999.0,,0,,,,,,
Nicolai_Hartmann,5,1362.0,1002.72329184,-428.0,1874.0,1436.0,999.501125562,4,1898.25,21.3131414859,1874.0,1923.0,1971.0,35.3459097115
Peter_Kreeft,6,912.0,1227.77135494,-470.0,1902.0,983.0,1233.93820753,0,,,,,,
Ludwig_Wittgenstein,12,1846.4,85.7285120469,1632.0,1946.0,1896.55555556,88.3290879483,63,1928.0,22.2876813675,1872.0,1972.0,1991.25925926,22.100456996
Jonathan_Dancy,2,1909.5,45.9619407771,1877.0,1942.0,1971.0,,1,1976.0,,1976.0,1976.0,,
Ljubodrag_Simonović,2,1818.0,,1818.0,1818.0,1883.0,,0,,,,,,
Eoin_Ó_Broin,1,1935.0,,1935.0,1935.0,2014.0,,0,,,,,,
Epicurus,3,-418.333333333,52.0416499867,-460.0,-360.0,-332.0,54.1479454827,21,1396.65,812.410466322,-331.0,1959.0,1462.0,759.088488474
Amjad_Jauhari,0,,,,,,,2,1899.0,5.65685424949,1895.0,1903.0,1983.0,2.82842712475
Dimitri_Kitsikis,1,1712.0,,1712.0,1712.0,1778.0,,0,,,,,,
Homer,0,,,,,,,4,1289.25,1145.78804759,-428.0,1909.0,1338.0,1124.9216269
Abdolkarim_Soroush,1,1902.0,,1902.0,1902.0,1994.0,,0,,,,,,
Giovanni_Piana,3,1877.33333333,16.0727512683,1859.0,1889.0,1950.33333333,12.0138808606,0,,,,,,
Aurel_Kolnai,2,1848.5,14.8492424049,1838.0,1859.0,1927.5,14.8492424049,0,,,,,,
Herbert_Marcuse,8,1828.75,67.8311980476,1724.0,1903.0,1901.375,71.2439220465,9,1942.2,17.2829395648,1913.0,1958.0,2002.0,
George_Herbert_Mead,1,1864.0,,1864.0,1864.0,1929.0,,4,1902.33333333,44.5458565226,1859.0,1948.0,1969.5,24.7487373415
Carlo_Penco,2,1891.0,60.811183182,1848.0,1934.0,1925.0,,0,,,,,,
Bracha_L._Ettinger,4,1903.5,3.53553390593,1901.0,1906.0,1988.0,9.89949493661,0,,,,,,
Vittorio_Hösle,4,1829.75,97.6878532197,1724.0,1922.0,1876.0,102.220350224,0,,,,,,
Gabriel_Wagner,4,1645.66666667,13.503086067,1632.0,1659.0,1700.33333333,20.5993527406,2,1652.5,9.19238815543,1646.0,1659.0,1712.0,5.65685424949
Claude_Lévi-Strauss,3,1841.0,64.5058136915,1770.0,1896.0,1908.66666667,75.5932095716,5,1930.5,21.1738832842,1901.0,1949.0,1991.5,14.8492424049
Karl_Brugmann,0,,,,,,,1,,,,,,
Douglas_Kellner,9,1905.875,18.2242969686,1885.0,1929.0,1980.625,14.6768768573,0,,,,,,
Kevin_Mulligan,2,1835.0,76.3675323681,1781.0,1889.0,1899.5,72.8319984622,0,,,,,,
Mookie_Tenembaum,18,1203.35294118,950.999930414,-535.0,1924.0,1277.94117647,950.119957597,0,,,,,,
John_Hick,3,1774.66666667,99.2286920872,1711.0,1889.0,1843.66666667,94.0017730329,1,1949.0,,1949.0,1949.0,,
Saul_Kripke,4,1842.0,114.947814246,1711.0,1926.0,1863.5,123.743686708,2,1938.5,17.6776695297,1926.0,1951.0,,
Simone_de_Beauvoir,11,1823.11111111,64.8429727196,1724.0,1905.0,1896.33333333,67.8619923079,7,1938.16666667,26.4531031576,1905.0,1969.0,1983.33333333,25.1661147842
Shūzō_Kuki,1,1889.0,,1889.0,1889.0,1976.0,,0,,,,,,
Meher_Baba,4,1872.0,12.124355653,1861.0,1885.0,1935.5,9.14694848934,0,,,,,,
Richard_Aaron,1,1632.0,,1632.0,1632.0,1704.0,,0,,,,,,
Traian_Brăileanu,5,914.2,1225.82307043,-470.0,1859.0,986.2,1230.67997465,0,,,,,,
John_D._Caputo,7,1885.6,34.7749910137,1844.0,1930.0,1962.6,43.2064809953,2,1954.5,26.1629509039,1936.0,1973.0,,
Paul_Ricœur,8,1887.14285714,15.8894993778,1859.0,1906.0,1970.0,21.1344899789,9,1934.0,12.8062484749,1919.0,1957.0,2002.0,2.0
Olavo_de_Carvalho,6,1336.25,1146.92411112,-384.0,1930.0,1215.33333333,1331.3700963,0,,,,,,
Pyrrho,1,-460.0,,-460.0,-460.0,-370.0,,6,166.833333333,780.775874798,-341.0,1711.0,365.8,818.014792042
Noam_Chomsky,13,1819.54545455,76.1306293634,1711.0,1908.0,1897.54545455,84.6621091591,11,1945.36363636,9.0362904698,1932.0,1958.0,2004.33333333,6.11010092661
Zhuang_Zhou,2,-232.0,336.582827845,-470.0,6.0,-193.0,280.01428535,3,1862.33333333,120.238651578,1731.0,1967.0,1879.5,136.471608769
Stephen_Walt,1,1924.0,,1924.0,1924.0,2013.0,,1,,,,,,
Alexander_Gottlieb_Baumgarten,2,1662.5,23.3345237792,1646.0,1679.0,1735.0,26.8700576851,1,1724.0,,1724.0,1724.0,1804.0,
Anaximenes_of_Miletus,2,-617.0,9.89949493661,-624.0,-610.0,-546.0,0.0,0,,,,,,
Ernest_Gellner,2,1887.0,21.2132034356,1872.0,1902.0,1982.0,16.9705627485,1,,,,,,
Vladimir_Solovyov_(philosopher),5,582.8,1104.4180368,-428.0,1798.0,652.2,1103.82616385,6,1891.0,32.6726185054,1870.0,1947.0,1961.25,20.0229035523
György_Márkus,1,1818.0,,1818.0,1818.0,1883.0,,1,,,,,,
Ibn_Dihya_al-Kalby,1,815.0,,815.0,815.0,883.0,,0,,,,,,
James_Burk,2,1915.0,5.65685424949,1911.0,1919.0,1991.5,4.94974746831,0,,,,,,
Anthony_Weston,2,1894.5,50.2045814642,1859.0,1930.0,1952.0,,0,,,,,,
John_Daniel_Wild,4,1302.75,1154.16676294,-428.0,1908.0,1374.75,1148.84735714,0,,,,,,
Adam_Schaff,1,1818.0,,1818.0,1818.0,1883.0,,1,1942.0,,1942.0,1942.0,,
Muhammad_Husayn_Tabataba'i,2,1571.0,,1571.0,1571.0,1640.0,,3,1926.33333333,20.8166599947,1903.0,1943.0,1978.0,
Giacomo_Leopardi,5,269.2,826.975936772,-341.0,1723.0,399.75,940.827782682,4,1864.0,59.9610985001,1788.0,1913.0,1928.75,60.3289593258
Metrodorus_of_Lampsacus_(the_younger),1,-341.0,,-341.0,-341.0,-270.0,,0,,,,,,
Emmanuel_Levinas,10,1793.875,265.857339564,1137.0,1908.0,1865.75,267.999866738,26,1850.14285714,422.150717838,10.0,1980.0,1990.0,19.0394327647
Peter_Wessel_Zapffe,2,1816.0,39.5979797464,1788.0,1844.0,1880.0,28.2842712475,0,,,,,,
Duns_Scotus,1,-384.0,,-384.0,-384.0,-322.0,,9,1695.6,314.621677575,1287.0,1952.0,1699.25,334.986940044
Paracelsus,0,,,,,,,1,,,,,,
Al-Mutanabbi,1,525.0,,525.0,525.0,608.0,,0,,,,,,
"Sir_William_Hamilton,_9th_Baronet",2,1717.0,9.89949493661,1710.0,1724.0,1800.0,5.65685424949,2,1813.0,9.89949493661,1806.0,1820.0,1888.0,21.2132034356
Sally_Sedgwick,4,1820.0,95.1770280407,1724.0,1942.0,1845.0,49.5075751779,0,,,,,,
Benny_Lévy,5,1895.4,44.4499718785,1818.0,1930.0,1970.4,49.6215678914,0,,,,,,
Edmund_Burke,6,1319.66666667,835.907331387,-384.0,1712.0,1387.0,838.417557068,8,1840.0,77.8952287799,1724.0,1906.0,1920.28571429,84.7461194504
Nicos_Poulantzas,4,1883.0,44.7139053688,1818.0,1918.0,1947.5,48.7613234712,1,1942.0,,1942.0,1942.0,,
Richard_Thomas_Alexander,1,1859.0,,1859.0,1859.0,1952.0,,0,,,,,,
John_Grinder,4,1893.25,37.1068277635,1852.0,1928.0,1970.0,37.0,0,,,,,,
Timothy_Williamson,0,,,,,,,2,1964.0,,1964.0,1964.0,,
Virginia_Held,0,,,,,,,2,,,,,,
Peter_Achinstein,1,1905.0,,1905.0,1905.0,1997.0,,1,1944.0,,1944.0,1944.0,,
Hélène_Cixous,2,1918.5,16.2634559673,1907.0,1930.0,2003.5,0.707106781187,1,1952.0,,1952.0,1952.0,,
Albert_Rivaud,2,609.0,1466.53946418,-428.0,1646.0,684.0,1459.46839637,0,,,,,,
Gayatri_Chakravorty_Spivak,8,1889.125,77.3090966741,1724.0,1936.0,1954.375,72.1980163954,0,,,,,,
Hannah_Arendt,9,1569.66666667,769.755155878,-470.0,1903.0,1646.66666667,772.711297963,12,1936.5,11.122692377,1919.0,1949.0,1998.5,2.12132034356
G._E._Moore,5,1837.0,72.4913787978,1710.0,1889.0,1913.4,68.3176404745,11,1898.36363636,28.9733419794,1859.0,1969.0,1968.7,16.5868086811
Apollonius_of_Tyana,1,-570.0,,-570.0,-570.0,-495.0,,0,,,,,,
Narayan_Maharaj,0,,,,,,,1,1894.0,,1894.0,1894.0,1969.0,
Ghulam_Ali_Dihlawi,2,787.5,1098.13683118,11.0,1564.0,817.0,1141.27034484,1,1962.0,,1962.0,1962.0,,
Amy_Allen_(philosopher),4,1933.75,22.3662692463,1906.0,1956.0,1979.5,6.36396103068,0,,,,,,
Mikhail_Bakunin,4,1802.0,21.6794833887,1770.0,1818.0,1865.25,24.2813371406,6,1890.5,37.0067561399,1842.0,1940.0,1935.5,19.3304595565
Charles_Fourier,1,1808.0,,1808.0,1808.0,1893.0,,11,1843.55555556,59.1272168952,1760.0,1951.0,1897.0,48.4001180636
Gualtiero_Piccinini,1,1966.0,,1966.0,1966.0,,,0,,,,,,
Enrique_Dussel,1,1906.0,,1906.0,1906.0,1995.0,,0,,,,,,
Thales,0,,,,,,,3,-588.333333333,20.2072594216,-610.0,-570.0,-523.0,25.8650343128
Murray_Bookchin,7,1470.57142857,822.555338998,-384.0,1903.0,1538.14285714,826.440646905,1,1940.0,,1940.0,1940.0,,
Dawud_al-Zahiri,2,437.0,394.565583902,158.0,716.0,197.0,50.9116882454,4,1084.33333333,847.410368908,206.0,1897.0,1374.0,556.671357266
Laozi,0,,,,,,,5,1139.33333333,1306.26273519,-369.0,1898.0,1221.33333333,1305.38934167
Karl_Korsch,5,1789.2,41.8712311737,1724.0,1820.0,1857.8,38.6095843023,1,1943.0,,1943.0,1943.0,,
R._A._W._Rhodes,1,,,,,,,0,,,,,,
Alvin_Plantinga,2,1825.5,163.341666454,1710.0,1941.0,1796.0,,3,1940.5,12.0208152802,1932.0,1949.0,,
Mario_Javier_Saban,3,1403.0,412.34815387,1137.0,1878.0,1479.66666667,421.604474992,0,,,,,,
John_Stuart_Mill,17,1361.88235294,835.396753222,-428.0,1805.0,1431.35294118,834.327569152,25,1892.34782609,49.0561910611,1811.0,1961.0,1956.89473684,48.6048634247
Al-Maʿarri,0,,,,,,,1,1889.0,,1889.0,1889.0,1973.0,
Edmund_Husserl,16,1498.85714286,704.477204648,-428.0,1848.0,1567.0,705.403430669,50,1919.81081081,26.9493741814,1874.0,1980.0,1981.5,22.0277098219
Michel_Aflaq__4,12,1818.72727273,53.331212079,1724.0,1899.0,1884.36363636,54.4890314233,0,,,,,,
Plotinus,1,-428.0,,-428.0,-428.0,-348.0,,19,1145.5,709.900345119,5.0,1980.0,1161.94117647,707.908051108
Franz_Rosenzweig,3,1824.0,76.3675323681,1770.0,1878.0,1898.0,94.752308679,3,1911.0,15.1327459504,1899.0,1928.0,1984.66666667,11.0604400154
Jean_Cavaillès,1,,,,,,,1,1904.0,,1904.0,1904.0,1995.0,
Helen_Longino,1,1935.0,,1935.0,1935.0,,,0,,,,,,
Liu_Junning,3,1691.0,51.7976833459,1632.0,1729.0,1759.66666667,49.1358660586,0,,,,,,
Martin_Buber,8,1817.0,49.9866648884,1724.0,1874.0,1882.28571429,42.3505776651,8,1919.125,25.7262373019,1886.0,1966.0,1978.83333333,27.5783731693
Robin_Collins,1,1932.0,,1932.0,1932.0,,,0,,,,,,
Mencius,1,-551.0,,-551.0,-551.0,-479.0,,6,1435.83333333,422.18309614,1017.0,1967.0,1399.8,377.346922606
Jacques_Derrida,10,1850.625,72.848056156,1712.0,1924.0,1928.25,83.665575785,33,1946.08333333,14.9227479305,1919.0,1980.0,1996.8,9.23038460737
Michael_P._Lynch,2,1931.5,14.8492424049,1921.0,1942.0,2009.0,,0,,,,,,
Strato_of_Lampsacus,2,-377.5,9.19238815543,-384.0,-371.0,-304.5,24.7487373415,1,1647.0,,1647.0,1647.0,1706.0,
Hermann_Ulrici,2,1783.0,18.3847763109,1770.0,1796.0,1855.0,33.941125497,0,,,,,,
J._P._Moreland,1,1949.0,,1949.0,1949.0,,,0,,,,,,
Peter_Hacker,3,1904.0,13.7477270849,1889.0,1916.0,1982.0,27.4043792121,0,,,,,,
James_Otteson,1,1723.0,,1723.0,1723.0,1790.0,,0,,,,,,
Alan_M._Olson,3,1891.5,12.0208152802,1883.0,1900.0,1985.5,23.3345237792,0,,,,,,
Jules_Lequier,1,1762.0,,1762.0,1762.0,1814.0,,3,1851.33333333,41.7891532976,1815.0,1897.0,1937.66666667,54.0955943986
Arthur_Fine,2,1900.0,57.9827560573,1859.0,1941.0,1952.0,,1,1944.0,,1944.0,1944.0,,
Alastair_Hannay,1,,,,,,,0,,,,,,
Alexandre_Koyré,5,1873.5,17.0587221092,1859.0,1892.0,1957.5,23.5584379788,5,1932.25,22.6917753088,1917.0,1966.0,1997.33333333,4.16333199893
Upasni_Maharaj,0,,,,,,,1,1894.0,,1894.0,1894.0,1969.0,
Horace_Romano_Harré,1,1911.0,,1911.0,1911.0,1960.0,,0,,,,,,
Yusuf_Islahi,1,,,,,1979.0,,0,,,,,,
John_Colet,2,1463.0,,1463.0,1463.0,1494.0,,1,1466.0,,1466.0,1466.0,1536.0,
Fazal_Ali_Qureshi,3,1721.5,222.738636074,1564.0,1879.0,1811.66666667,162.801515144,1,,,,,,
Anna-Teresa_Tymieniecka,3,1878.0,17.3493515729,1859.0,1893.0,1952.66666667,16.1658075373,0,,,,,,
Austin_Dacey,2,1831.5,170.412734266,1711.0,1952.0,1776.0,,0,,,,,,
John_Dewey,6,1444.16666667,918.765784445,-428.0,1863.0,1507.0,910.296654943,21,1919.05882353,19.398680974,1887.0,1951.0,1992.8,13.693469652
Friedrich_Schleiermacher,5,1293.0,963.691859465,-428.0,1775.0,1360.2,957.214813926,6,1852.33333333,57.6217551509,1802.0,1945.0,1912.2,53.3029079882
Giorgio_Agamben,9,1611.5,806.728844514,-384.0,1930.0,1685.875,811.895742339,2,1956.0,,1956.0,1956.0,,
Muhammad_Usman_Damani,2,1390.0,246.073159853,1216.0,1564.0,1746.0,172.53405461,2,1879.0,,1879.0,1879.0,1905.5,13.4350288425
David_A._Kolb,1,1859.0,,1859.0,1859.0,1952.0,,0,,,,,,
Raymond_Williams,2,1904.5,19.091883092,1891.0,1918.0,1963.5,37.4766594029,2,1939.0,5.65685424949,1935.0,1943.0,2003.0,
Bryan_Reynolds,5,1930.5,7.32575365861,1925.0,1941.0,1994.33333333,10.0166528009,0,,,,,,
Roland_Barthes,2,1876.5,27.5771644663,1857.0,1896.0,1947.5,48.7903679019,3,1936.33333333,8.96288643983,1926.0,1942.0,1984.0,
Heinrich_Rickert,0,,,,,,,3,1885.33333333,9.07377172588,1875.0,1892.0,1943.66666667,30.664855019
Chantal_Mouffe,1,1888.0,,1888.0,1888.0,1985.0,,0,,,,,,
Stanley_Rosen,2,1871.5,38.8908729653,1844.0,1899.0,1936.5,51.6187950266,1,1948.0,,1948.0,1948.0,,
John_Joseph_Haldane,1,1710.0,,1710.0,1710.0,1796.0,,0,,,,,,
Allen_W._Wood,4,1768.5,38.6221007542,1724.0,1818.0,1833.0,35.1473090483,0,,,,,,
Burhan_al-Din_al-Marghinani,2,431.0,449.719912835,113.0,749.0,801.5,4.94974746831,0,,,,,,
Fethullah_Gülen,1,1165.0,,1165.0,1165.0,1240.0,,0,,,,,,
Rosi_Braidotti,3,1927.66666667,3.7859388972,1925.0,1932.0,1989.5,7.77817459305,0,,,,,,
Robert_Gilpin,1,1924.0,,1924.0,1924.0,2013.0,,0,,,,,,
Anthony_Kenny,3,1910.33333333,19.1398362933,1889.0,1926.0,1988.33333333,32.8836332137,0,,,,,,
Ernst_Bloch,2,1794.0,33.941125497,1770.0,1818.0,1857.0,36.7695526217,2,1923.0,28.2842712475,1903.0,1943.0,1969.0,
Averroes,1,-384.0,,-384.0,-384.0,-322.0,,7,1503.83333333,300.614315472,1137.0,1956.0,1567.0,292.462647188
John_Lachs,1,1863.0,,1863.0,1863.0,1952.0,,0,,,,,,
Jules_Vuillemin,6,1860.5,70.4237175957,1724.0,1926.0,1938.66666667,67.5090117441,0,,,,,,
Sergei_Bulgakov,1,1853.0,,1853.0,1853.0,1900.0,,0,,,,,,
Ibn_Maḍāʾ,3,783.666666667,28.2901631903,760.0,815.0,849.0,46.5080638169,0,,,,,,
William_Alston,1,1710.0,,1710.0,1710.0,1796.0,,2,,,,,,
Tom_Rockmore,5,1768.5,38.6221007542,1724.0,1818.0,1833.0,35.1473090483,0,,,,,,
Christian_Wolff_(philosopher),6,592.5,1225.89137637,-551.0,1659.0,655.75,1221.33980393,5,1726.2,13.0460722058,1714.0,1743.0,1791.8,25.6066397639
Simon_Critchley,17,1564.46666667,803.644099148,-428.0,1940.0,1545.91666667,882.237182944,0,,,,,,
Guy_Debord,5,1845.25,83.3041615607,1740.0,1922.0,1921.25,88.6354895062,2,1961.0,,1961.0,1961.0,,
Leonard_Lawlor,1,1930.0,,1930.0,1930.0,2004.0,,0,,,,,,
Cornelius_Castoriadis,9,1625.0,755.258233984,-384.0,1930.0,1694.11111111,758.458542777,8,1934.0,8.43800924389,1925.0,1948.0,2002.66666667,7.50555349947
Hans_Lipps,2,1874.0,21.2132034356,1859.0,1889.0,1957.0,26.8700576851,0,,,,,,
Lorenzo_Peña,7,1472.85714286,842.262712098,-428.0,1908.0,1548.42857143,840.876696697,0,,,,,,
Thomas_Kuhn,7,1886.8,24.7325696198,1861.0,1926.0,1954.5,25.9422435421,6,1928.8,5.26307894678,1922.0,1936.0,1990.5,23.3345237792
Joseph_A._Bracken,3,1866.66666667,27.9344470741,1842.0,1897.0,1952.33333333,45.2364160089,0,,,,,,
Émile_Armand,5,1806.8,25.5675575681,1772.0,1844.0,1868.0,24.1557446584,1,1959.0,,1959.0,1959.0,,
Ronald_Dworkin,4,1884.0,52.6181210864,1806.0,1921.0,1961.25,59.6510687247,3,1956.0,4.24264068712,1953.0,1959.0,,
Simon_Blackburn,1,1711.0,,1711.0,1711.0,1776.0,,0,,,,,,
Lucien_Jerphagnon,1,,,,,,,0,,,,,,
Zeno_of_Elea,1,-515.0,,-515.0,-515.0,-460.0,,5,-356.4,206.691315734,-490.0,5.0,-293.0,170.563771065
Y._Michal_Bodemann,2,1874.0,79.1959594929,1818.0,1930.0,1942.5,84.1457069612,0,,,,,,
Abu_Jafar_al-Tahawi,2,431.0,449.719912835,113.0,749.0,801.5,4.94974746831,0,,,,,,
Arthur_Prior,0,,,,,,,2,1935.0,7.07106781187,1930.0,1940.0,1997.0,
McKenzie_Wark,3,1892.66666667,64.6709620567,1818.0,1931.0,1961.33333333,68.1493458027,0,,,,,,
